expt,molecules
0.5,F[C@H](Br)C(F)(F)F
-3.54,CCOCCOCC
-4.42,COC(OC)OC
-1.91,COC
-4.22,C/C=C/C=O
0.27,CCCCCCCI
-2.56,CCOC=O
-4.24,CCCCN
-7.5,CCOP(=O)(OCC)OCC
1.28,C=C
-0.48,CC(C)Br
-1.17,Cl/C=C\Cl
-0.74,CCI
-4.78,CC(C)=CCC/C(C)=C\CO
-0.16,C#CCC
-3.24,CCCCNCCCC
-6.69,CC(=O)O
-1.1,COC(=O)C(F)(F)F
-3.84,CCC#N
-2.04,CCCCCCCC(=O)OC
-10.03,COP(=S)(OC)SCn1nnc2ccccc2c1=O
-2.93,COCOC
-12.64,Cn1c(=O)c2c(ncn2C)n(C)c1=O
-4.57,CCCCCO
-5.73,COCC(OC)(OC)OC
-9.31,CCCCCC(N)=O
2.1,CCCC
-4.29,CNC
-1.61,CSC
1.32,C=CC
-12.74,COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl
-2.26,CCCCCCOC(C)=O
-6.619999999999999,COCCO
1.77,FC(F)(Cl)C(F)(Cl)Cl
2.88,CCCCCCCC
-2.86,CC(C)C=O
-3.95,CCCCCCN
-4.23,ClCCOCCCl
0.4,C=C(C)C(=C)C
0.34,CCCCCCCBr
-3.92,CCCC(C)(C)O
-3.52,CCCC(C)=O
-9.61,CNC(=O)Oc1cccc2c1OC(C)(C)C2
-4.95,C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-]
-4.47,CC(C)(C)O
1.83,C=CC(C)C
-3.52,CCCCC#N
-6.09,CC(C)CC(=O)O
-4.13,CCCSC(=O)N(CCC)CCC
-2.64,CCCCC(=O)CCCC
-6.69,CCOCCO
-4.29,C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-]
-2.68,CCOC(=O)CC
-0.1,CCCCCCl
0.0,CC[C@H](C)Cl
-5.73,O=[N+]([O-])OCCO[N+](=O)[O-]
-1.96,BrCBr
-0.33,CCCCl
0.08,ClC(Cl)(Cl)Cl
-2.49,CCCCC(=O)OCC
-3.18,CCCC=O
-0.74,CCBr
-0.44,ClC=C(Cl)Cl
-10.22,CCNc1nc(Cl)nc(NCC)n1
-4.5,CC(C)CO
-3.28,CCCCC(C)=O
-4.35,CCC(O)CC
-3.22,CCN(CC)CC
-0.22,CF
-0.53,CCCI
-3.11,CC(=O)C(C)(C)C
-4.62,CC[C@H](C)O
-2.02,CC(C)OC=O
-0.5,FC(F)Cl
-4.0,COC(=O)CCl
-0.46,CC(C)I
-0.78,Cl/C=C/Cl
-1.99,ClCC(Cl)Cl
-1.28,CCCSCCC
-2.36,CC(=O)OCC(C)C
-4.97,CC(=O)OC(C)OC(C)=O
-8.15,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC
-3.64,CCCCCCCCCCO
-0.25,CC(C)Cl
-2.79,CCCOC(C)=O
-3.64,CCCC#N
1.83,CC
-2.75,C=O
-3.05,CC(=O)CC(C)C
-2.07,CCCCCCCCC=O
-1.5,CCSC
-3.68,CCC/C=C/C=O
-4.39,CCC[C@@H](C)O
0.29,CCCCCCCCl
-4.87,CS(=O)(=O)Cl
-1.14,CCS
-2.49,ICI
-3.04,CCCCCC(C)=O
-4.55,CN
1.58,C=CCCCC
-3.88,CCCCCCCCCO
-2.29,CCCCCCCC=O
-1.82,CC[C@H](C)O[N+](=O)[O-]
-2.83,CCCC(=O)OC
-2.21,COC(C)(C)C
-2.33,BrCCBr
-5.73,CCCCOC[C@H](C)O
-1.46,CCSCC
-0.57,C=CCCl
2.51,CCC(C)CC
2.56,CC(C)C(C)C(C)C
-2.4,COC(=O)C(C)(C)C
-3.24,CC(=O)C(C)C
-4.8,O=[N+]([O-])OCCCO[N+](=O)[O-]
-5.1,COS(=O)(=O)OC
-3.03,CCCCC=O
-2.64,CC(=O)OC(C)C
-0.25,CCCCI
-2.49,C=C[C@@](C)(CCC=C(C)C)OC(C)=O
-3.88,c1ccc2c(c1)ccc1ccccc12
-3.13,COC(C)=O
0.0,CCCCCCCl
-4.21,CCCCCCCO
-1.12,COC(F)(F)C(Cl)Cl
-6.68,CCNc1nc(NC(C)(C)C)nc(SC)n1
2.56,CCC(C)(C)CC
-2.01,COC(C)C
-5.56,C1CNC1
2.52,CC[C@@H](C)C(C)C
1.68,C/C=C/CCCC
-1.23,ClC(Cl)C(Cl)(Cl)Cl
-1.27,C[C@H](Cl)CCl
-1.83,CSSC
-4.31,OCC(F)(F)F
-3.79,CCCCCCCN
-3.43,CCC=O
-5.31,CCOCCOC(C)=O
-0.64,ClC(Cl)(Cl)C(Cl)(Cl)Cl
-1.88,CC(C)CO[N+](=O)[O-]
-2.1,CCOC
-0.1,CCCCCBr
3.12,FC(F)(F)F
-13.43,OCC(O)CO
-0.84,CC(Cl)Cl
-6.34,CC(=O)OCCOC(C)=O
-3.09,CCCC[N+](=O)[O-]
-2.74,CC(C)C(=O)C(C)C
-1.31,ClCCl
-0.48,C#CC
-1.95,ClCCBr
-6.46,CCC(=O)O
-4.5,CCN
-4.87,COS(C)(=O)=O
-7.81,CN(C)C=O
0.01,C#CCCC
0.08,CCCCCCI
-0.63,CCCl
-1.64,CCSSCC
-2.21,CC(=O)OCCC(C)C
2.93,FC(F)=C(F)C(F)(F)F
-4.84,COCCOC
-2.78,COC=O
-2.15,CCCCCCCCCC(C)=O
-3.28,CCOC(C)OCC
-2.49,CCCCCC(=O)OC
2.93,CCCCC(C)C
-6.0,CCOC(=O)CC(=O)OCC
0.1,ClC(Cl)=C(Cl)Cl
1.92,C=CCCCCCC
-1.69,CC(C)COC(=O)C(C)C
-3.71,CC[N+](=O)[O-]
-16.43,Nc1cnn(-c2ccccc2)c(=O)c1Cl
-0.4,CCCCBr
-9.28,CS(C)=O
0.1,FC(F)O[C@H](Cl)C(F)(F)F
2.38,CCC(C)C
-3.8,CC(C)=O
-4.02,C[N+](=O)[O-]
1.01,C=CCCC=C
-2.92,CCCC(=O)CCC
-2.13,BrC(Br)Br
1.47,C=C(C)CCC
0.56,C=CC=C
-9.4,CCC(N)=O
-5.71,CCOC(=O)CCC(=O)OCC
-0.99,CCCCS
-3.88,CC[C@@H](O)C(C)C
-0.19,CC(Cl)(Cl)Cl
-9.3,OCCO
-0.16,CCCCCl
-8.7,COP(=O)(OC)OC
-0.03,CC(C)CBr
-4.74,CC(C)O
-0.8,COC(OC)(OC)C(F)(F)F
-5.99,CC(=O)CO[N+](=O)[O-]
-1.08,ClC(Cl)Cl
-10.78,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
-6.25,CCCCOCCO
-9.71,CC(N)=O
-10.08,CS(C)(=O)=O
1.79,FC(F)(F)Br
-2.34,CCCCCCCCC(C)=O
2.51,CCC(C)(C)C
-1.16,CCCOCCC
1.31,C/C=C\CC
-1.43,ClCC(Cl)(Cl)Cl
-4.07,CCNCC
-2.49,CCCC(=O)OCC
1.31,CC=C(C)C
-1.59,CCOCC
-1.66,CCCCCCO[N+](=O)[O-]
-0.14,CCCCCI
0.93,C=CCC=C
-0.11,CC(F)F
0.84,CC(C)(C)Br
-23.62,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
-1.1,CCCS
-2.37,ClC(Cl)C(Cl)Cl
-3.41,CCC(=O)CC
1.38,C=CCC
-2.49,CCCCCCCC(C)=O
-0.55,CCl
-4.42,CC(C)CCO
-8.84,CC(=O)OCC(COC(C)=O)OC(C)=O
-4.85,CCCO
-4.29,N
2.88,CCCC(C)(C)C
-2.82,CCCCC[N+](=O)[O-]
-2.67,CCCCCCC=O
-6.78,Cc1cccc(Nc2ccccc2C(=O)O)c1C
-2.48,CCCOC=O
-3.13,CC(C)[N+](=O)[O-]
-2.94,CCOC(C)=O
-3.5,CC=O
0.25,C=C(Cl)Cl
-3.2,CN(C)C
-4.39,CCCN
-6.16,CCCCC(=O)O
-1.2,CS
-8.61,[O-][S+2]1([O-])CCCC1
1.66,C=CCCCCC
1.68,C=CCCC
0.71,C#CCCCCCC
-0.53,CC(C)OC(C)C
-6.4,COC(CC#N)(OC)OC
-1.66,CCCOC
-6.1,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
-2.51,CCCCCOC(C)=O
-2.09,CCCCO[N+](=O)[O-]
-4.16,C[C@H](O)C(F)(F)F
-4.45,CC(C)=CCC/C(C)=C/CO
-3.65,CCCCCCCCN
-9.84,CNC(=O)O/N=C\C(C)(C)SC
2.93,CC(C)CCC(C)(C)C
-4.06,CCC[C@@H](O)CC
-1.45,O=[N+]([O-])C(Cl)(Cl)Cl
-4.72,CCCCO
0.18,CCCCCCBr
-4.7,O=C1CCCC1
-2.93,CCC(=O)OC
2.83,CC(C)CC(C)C
2.3,CCCCC
-3.73,CC(C)C[C@@H](C)O
-2.32,ClCCCCCl
-6.55,COCCN
2.3,CC(C)C
-6.72,COC(=O)CC#N
-4.4,CCCCCCO
-3.34,CCC[N+](=O)[O-]
-7.65,CCNc1nc(NC(C)C)nc(SC)n1
2.0,CCC
-3.65,CCCNCCC
0.29,C#CCCCC
2.97,CCCC[C@@H](C)CC
-0.83,CCCCOCCCC
0.06,FC(F)(F)CCl
-3.88,CC#N
-2.22,CC(C)COC=O
-2.78,C=C(c1ccccc1)c1ccccc1
0.6,C#CCCCCC
-5.1,CO
-2.44,CCCOC(=O)CC
-0.89,CI
-2.11,CCCCCOC(=O)CC
-3.64,CCCCN(CC)C(=O)SCCC
-2.88,CCCCCCC(C)=O
2.06,C=CCCCCCCC
3.13,CCCCCCCCC
2.51,CC(C)(C)C
-6.21,CCCCCC(=O)O
-0.59,C=CCl
2.48,CCCCCC
-6.35,CCCC(=O)O
-4.43,CCC(C)(C)O
-2.64,CCCCOC(C)=O
-5.03,C=CCO
-0.82,CBr
-4.42,COC(C)(OC)OC
3.16,CCCCCCCCCC
-1.79,ClCCCl
1.16,C=C(C)C
-0.77,FCCl
1.09,CC(C)(C)Cl
-4.2,C[C@@H](O)C(F)(F)F
-3.43,CCCCC/C=C/C=O
-9.3,NN
-2.23,CCCCCC(=O)OCC
-2.28,CCCOC(=O)CCC
-4.78,c1cc[nH]c1
-3.82,O=COc1ccccc1
-6.62,OCc1ccccc1
-6.12,COc1ccccc1N
-0.53,CCCc1ccccc1
-18.72,O=c1[nH]cc(I)c(=O)[nH]1
-1.39,Cc1ccc(Br)cc1
-5.91,CC(C)(C)c1ccc(O)cc1
-2.45,COc1ccccc1
-4.04,COC(OC)(OC)c1ccccc1
-7.48,COc1ccc(N)cc1
-0.44,CC(C)(C)c1ccccc1
-5.29,Oc1ccccc1F
2.11,CC1CCC(C)CC1
-8.84,Nc1cccc([N+](=O)[O-])c1
-5.57,Cc1ccc(N)cc1
-5.53,Cc1ccccc1N
-4.27,Cc1ccc(C=O)cc1
-5.26,CCCc1ccc(O)c(OC)c1
-3.64,CCOC(=O)c1ccccc1
-0.85,CCc1ccccc1C
-1.34,Clc1ccc(Cl)c(Cl)c1Cl
-5.46,OC1CCCCC1
-6.79,Cc1cc(O)ccc1Cl
-1.29,FC(F)[C@@H](F)Oc1ccccc1
-9.62,O=[N+]([O-])c1cccc(O)c1
-9.29,CN(C)C(=O)c1ccccc1
1.23,C1CCCCC1
-7.37,Nc1ccccc1[N+](=O)[O-]
-3.3,COC(=O)C1CCCCC1
-0.4,CCCCc1ccccc1
-8.41,Cn1ccnc1
-3.51,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-5.9,Nc1ccc(Cl)cc1
-15.83,O=c1cc(Cl)[nH]c(=O)[nH]1
-9.51,COC(=O)c1ccc(O)cc1
-6.25,CCc1cccc(O)c1
-0.79,CCc1ccccc1
-5.85,Oc1ccc(Br)cc1
-9.73,CC[C@H](C)n1c(=O)[nH]c(C)c(Br)c1=O
-0.04,CCCCCCc1ccccc1
-0.9,Cc1ccccc1C
-18.17,O=c1[nH]cc(Br)c(=O)[nH]1
-2.45,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-0.9,c1ccccc1
1.07,FC(F)(F)c1cccc(C(F)(F)F)c1
-9.37,CCCOC(=O)c1ccc(O)cc1
-6.92,OCCCc1ccccc1
-5.66,CCc1ccccc1O
-1.24,Clc1cccc(Cl)c1Cl
-6.13,CCc1ccc(O)cc1
-0.68,Cc1ccc(C(C)C)cc1
-1.12,Clc1ccc(Cl)c(Cl)c1
-7.0,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
-6.13,Cc1ccc(O)cc1
-6.79,OCCc1ccccc1
-8.83,O=Cc1ccc(O)cc1
-0.45,CC[C@H](C)c1ccccc1
-11.01,COc1ccc(C(=O)N(C)C)cc1
-9.76,Cc1ccc(C(=O)N(C)C)cc1
-4.52,c1cc2ccc3cccc4ccc(c1)c2c34
-6.96,COc1cccc(OC)c1O
-0.3,CC(C)c1ccccc1
-0.78,Clc1cc(Cl)cc(Cl)c1
-9.63,c1c[nH]cn1
-0.8,Fc1ccccc1
-6.23,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
-10.27,Cc1c[nH]cn1
-3.9,CC(=O)C1CCCCC1
-5.82,Nc1cccc(Cl)c1
-8.68,COc1c(O)c(OC)c(Cl)c(C=O)c1Cl
-3.78,c1ccc2c(c1)Cc1ccccc1C2
-9.2,CCOC(=O)c1ccc(O)cc1
-1.62,Clc1cc(Cl)c(Cl)c(Cl)c1
-5.21,CCCc1ccc(O)cc1
-11.95,CN(C)C(=O)c1ccc([N+](=O)[O-])cc1
-3.15,c1cc2c3c(cccc3c1)CC2
-1.36,Clc1ccccc1Cl
-4.12,O=[N+]([O-])c1ccccc1
-4.68,O=Cc1ccccc1O
-1.24,C=Cc1ccccc1
-7.07,CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl
-0.23,CCCCCc1ccccc1
-4.69,CNc1ccccc1
-3.45,CN(C)c1ccccc1
-1.34,Clc1cc(Cl)c(Cl)cc1Cl
-5.21,Cc1cccc(C)c1N
-4.7,CC(=O)c1ccc(C)cc1
-17.74,O=c1[nH]cc(Cl)c(=O)[nH]1
-3.93,Cc1ccccc1C=O
-7.19,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
-1.4,c1ccsc1
-7.98,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-]
-6.5,Cc1ccc(O)cc1C
-10.64,O=[N+]([O-])c1ccc(O)cc1
3.43,FC1(F)C(F)(F)C(F)(F)C1(F)F
-7.66,COc1cccc(O)c1
-15.46,O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1
-9.13,CN(C)C(=O)Nc1ccccc1
-9.52,O=Cc1cccc(O)c1
-7.78,COc1cc(C=O)c(Cl)c(OC)c1O
-9.86,COc1c(Cl)ccc(Cl)c1C(=O)O
-9.01,O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl
-16.92,O=c1[nH]cc(F)c(=O)[nH]1
-4.71,N#Cc1c(Cl)cccc1Cl
-1.21,Cc1cccc(C)c1C
-6.6,Oc1ccccc1
-6.44,COc1c(Cl)cc(Cl)c(OC)c1O
-1.92,CN(CC(F)(F)F)c1ccccc1
-4.1,N#Cc1ccccc1
-9.65,N#Cc1cccc(O)c1
-1.93,ClCc1ccccc1
-0.9,Cc1ccccc1
-6.16,Cc1cccc(O)c1C
-7.78,CCC(=O)Nc1ccc(Cl)c(Cl)c1
-7.29,Oc1ccc(Cl)c(Cl)c1
-3.2,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
-0.25,FC(F)(F)c1ccccc1
-0.8,Cc1ccc(C)cc1
-2.33,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
0.16,CC(C)Cc1ccccc1
-4.59,NC1CCCCC1
-4.58,O=[N+]([O-])c1ccccc1O
-11.0,NC(=O)c1ccccc1
-10.17,N#Cc1ccc(O)cc1
-2.73,CSc1ccccc1
-6.19,Oc1ccc(F)cc1
-1.46,Brc1ccccc1
-4.55,Oc1ccccc1Cl
-5.8,COc1cc(C)ccc1O
-5.49,Nc1ccccc1
-11.14,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
-1.38,Cc1cccs1
-4.58,CC(=O)c1ccccc1
-8.21,CCc1cccc(CC)c1N(COC)C(=O)CCl
-9.82,Nc1ccc([N+](=O)[O-])cc1
-5.66,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
1.58,C[C@@H]1CCCC[C@@H]1C
-2.38,BrCc1ccccc1
-5.9,Cc1ccccc1O
-6.5,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
-5.33,COc1ccccc1OC
-1.12,Clc1ccccc1
-6.74,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
-2.89,Cn1cccc1
-5.22,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-3.45,Cc1cccc([N+](=O)[O-])c1
-4.4,COc1ccc(C(C)=O)cc1
-3.92,COC(=O)c1ccccc1
1.07,FC(F)(F)c1ccccc1C(F)(F)F
-6.88,COC(=O)c1ccc([N+](=O)[O-])cc1
-2.55,Sc1ccccc1
-1.74,Ic1ccccc1
1.7,CC1CCCCC1
-0.9,Cc1cc(C)cc(C)c1
-5.33,COC(=O)c1ccc(OC)cc1
-6.2,Oc1ccccc1I
-3.58,Cc1ccccc1[N+](=O)[O-]
-3.25,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-1.24,C=C(C)c1ccccc1
-2.3,Brc1ccc(Br)cc1
-5.91,Cc1ccc(C)c(O)c1
-1.14,Cc1ccccc1Cl
-1.01,Clc1ccc(Cl)cc1
-0.95,CCc1ccc(C)cc1
-5.94,COc1ccccc1O
0.56,C1=CCCC1
-4.02,O=Cc1ccccc1
-2.22,CCOc1ccccc1
-4.91,Nc1ccccc1Cl
-9.94,CC(=O)Oc1ccccc1C(=O)O
-0.86,Cc1ccc(C)c(C)c1
-6.27,Cc1cc(C)cc(O)c1
-5.49,Cc1cccc(O)c1
-5.23,CCOC(OCC)Oc1ccccc1
-5.26,Cc1cccc(C)c1O
-7.29,COc1cccc(N)c1
-0.98,Clc1cccc(Cl)c1
-6.62,Oc1cccc(Cl)c1
-0.83,Cc1cccc(C)c1
-6.01,Cc1ccc(O)c(C)c1
-8.72,CCCCOC(=O)c1ccc(O)cc1
-7.03,Oc1ccc(Cl)cc1
