molecules,eye_corrosion
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.0
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0.0
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,0.0
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,0.0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0.0
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0.0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0.0
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,0.0
C1COCCN1,1.0
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,0.0
CC1(C)C(=O)N(Br)C(=O)N1Br,1.0
C1CNCCNCCN1,1.0
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,0.0
COc1ccc(NS(=O)(=O)c2ccc(NC(c3c(C)n(C)n(-c4ccccc4)c3=O)S(=O)(=O)O)cc2)nn1,0.0
c1ccc2[nH]c(-c3cscn3)nc2c1,0.0
CCCCC(C)(OC)C(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,0.0
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0
CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,0.0
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0.0
C1CCCNCCC1,1.0
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0.0
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,0.0
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,0.0
NC1CCCCC1,1.0
CNc1ccc(C=Cc2ccc(OCCOCCOCC[18F])nc2)cc1,0.0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.0
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,1.0
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,0.0
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,0.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0.0
Nc1c2ccccc2nc2ccccc12,0.0
Clc1cc(Cl)ncn1,1.0
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.0
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.0
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.0
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.0
CC1CCC(N)CC1,1.0
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0
CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,0.0
Clc1ccccc1CN1CCc2sccc2C1,0.0
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0.0
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,0.0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0.0
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0
C#CCNC1CCc2ccccc21,0.0
CC(=O)C1CCC2C3CC(C)=C4CC(=O)CCC4(C)C3C(O)CC12C,0.0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.0
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,0.0
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.0
CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.0
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0.0
CN(C)CCOC(c1ccccc1)c1ccccc1,0.0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,0.0
COCc1c(-c2ccc(F)cc2)c(=CCC(O)CC(O)CC(=O)O)c(C(C)C)nc1=C(C)C,0.0
CCC1(c2ccccc2)CCC(=O)NC1=O,0.0
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,0.0
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,0.0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,0.0
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.0
OCC1CCCCN1,1.0
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,0.0
CCCCCOc1ccc(-c2sc(=O)[nH]c2O)cc1OCC,0.0
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,0.0
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,0.0
Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.0
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0.0
CCCCC(CC)c1[nH]c(=O)n(SC(Cl)(Cl)Cl)c1O,0.0
CCN(CC)C1CCCCC1,1.0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0.0
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,0.0
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,0.0
CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,0.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0.0
CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)O,0.0
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0
CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,0.0
COC(=O)C(c1ccccc1)C1CCCCN1,0.0
Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,0.0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,0.0
Cc1ncc[nH]1,1.0
CN1CCN2c3ncccc3Cc3ccccc3C2C1,0.0
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0.0
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,0.0
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0.0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,0.0
Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,0.0
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,0.0
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,0.0
CCC1(C)CC(=O)NC1=O,0.0
COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,0.0
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,0.0
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.0
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,0.0
C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,0.0
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,0.0
CCN1CCOCC1,1.0
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,0.0
OCC1OC(n2cnc3c2N=CNCC3O)CC1O,0.0
CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,0.0
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.0
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,0.0
Cn1nnc2c(C(N)=O)ncn2c1=O,0.0
Nc1ccn(C2CSC(CO)O2)c(=O)n1,0.0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0.0
Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,0.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.0
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,0.0
Cc1cc(C2=C(C=CC3CC(O)CC(=O)O3)C(C)(C)CC(C)(C)C2)ccc1F,0.0
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0.0
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.0
CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0.0
CNCCCC1c2ccccc2C=Cc2ccccc21,0.0
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.0
CC(C=Cc1c(C)c(O)c2ccccc2c1O)=CCCC(C)CCCC(C)CCCC(C)C,0.0
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0.0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.0
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0.0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,0.0
ClP(c1ccccc1)c1ccccc1,1.0
NCc1ccc2c(c1)OCO2,1.0
O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,0.0
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,0.0
CN(C)CCCN1c2ccccc2CCc2ccccc21,0.0
CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12,1.0
C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,0.0
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,0.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,0.0
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,0.0
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
CCCCCCCCN1CCCC1=O,1.0
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,0.0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.0
O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,0.0
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,0.0
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,0.0
OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,0.0
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,0.0
C#CC1(OC(=O)CCCCCC)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,0.0
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,0.0
O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12,0.0
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.0
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0.0
CCC1(c2ccccc2)NC(=O)N(C)C1=O,0.0
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0.0
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.0
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,0.0
c1cnc2cc3c(cc2n1)C1CNCC3C1,0.0
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.0
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,0.0
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0.0
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,0.0
CNC1CCN(C)CC1,1.0
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0
C1COC(=NC(C2CC2)C2CC2)N1,0.0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.0
C=CC(O)(CC=CC1C(O)CC(=O)C1CC=CCCCC(=O)OC)CCCC,0.0
C1CCCNCC1,1.0
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,0.0
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0.0
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0.0
Oc1c2c(c(O)n1CC1CCCCC1CN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,0.0
CC1(C)CC(N)CC(C)(C)N1,1.0
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0.0
CC(=O)C1(O)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C,0.0
CCOC(=O)C1Oc2ccc(Cl)cc2C(C)c2cc(Cl)ccc2O1,0.0
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,0.0
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0.0
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,0.0
CC1CCCC(C)N1,1.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0.0
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,0.0
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,0.0
CN1CCOCC1,1.0
N=C(N)NCCCNC(=O)C1CCCCN1C(=O)C(CC1CCCCC1)NCC(=O)O,0.0
CCCc1c(O)n2c(N(C)C)nc3ccc(C)cc3n2c1=O,0.0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,0.0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0.0
CC(=O)CCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,0.0
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,0.0
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.0
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.0
OCCN1CC1,1.0
C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,0.0
Fc1ccc(C(Cl)c2ccc(F)cc2)cc1,1.0
O=C(O)C1(C(=O)O)CC1,1.0
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,0.0
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,0.0
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,0.0
COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0.0
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,0.0
O=P1(NCCCl)OCCCN1CCCl,0.0
CC(C)=CCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,0.0
O=C(c1ccccc1)C(Cl)c1ccccc1,1.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.0
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,0.0
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,0.0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.0
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.0
Nc1nc(=S)c2[nH]cnc2[nH]1,0.0
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,0.0
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,0.0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.0
CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0.0
CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,0.0
CCN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0.0
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0.0
CN1CCN(C=C2N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,0.0
CCC1(c2cccc(O)c2)CCCCN(C)C1,0.0
O=C(O)C1(C(=O)O)CCC1,1.0
CN=C(NC#N)NCCSCc1[nH]cnc1C,0.0
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,0.0
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0.0
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.0
CCCCC(C)(C)C(O)C=CC1C(C)CC(=O)C1CC=CCCCC(=O)O,0.0
